D2748	T0288
D2380	T2053
D1567	T3383
D1293	T1473
D0483	T3070
D2589	T0936
D1652	T1918
D1996	T2082
D1606	T1770
D0281	T1378
D2172	T2144
D0968	T0945
D0014	T2893
D2469	T1588
D0241	T3343
D0244	T0855
D2673	T1777
D1743	T2860
D2137	T2000
D0375	T3391
D1366	T0567
D0851	T0609
D2447	T2378
D2302	T0450
D2137	T1822
D1606	T1351
D2973	T3009
D1269	T1077
D0949	T1738
D1886	T1253
D0886	T0135
D2431	T2858
D0089	T2248
D1366	T0448
D1688	T1480
D2915	T2469
D0386	T2917
D2152	T1659
D1020	T0654
D1748	T1043
D2303	T1440
D1183	T1084
D0863	T2212
D0733	T2984
D0802	T2723
D2955	T1564
D2180	T0870
D0120	T3062
D0756	T1383
D2789	T0349
D1903	T3404
D0177	T0016
D2547	T3324
D2393	T2808
D1606	T3283
D1688	T2276
D1688	T0088
D1169	T2279
D1170	T0868
D2100	T3230
D1606	T2966
D1254	T3111
D2120	T0853
D2938	T0442
D2390	T2415
D1886	T1241
D1126	T2787
D1054	T0801
D0967	T1160
D3038	T3402
D2366	T0079
D1937	T0723
D1790	T1958
D1226	T1292
D1803	T1225
D0696	T2984
D2492	T2417
D2367	T2182
D2087	T1717
D2479	T0529
D1633	T0581
D1937	T0687
D2176	T0491
D2469	T1696
D0949	T0299
D0581	T0115
D1020	T2784
D0371	T0854
D1106	T3318
D0892	T2472
D1907	T1522
D0018	T0138
D0958	T0931
D1893	T2889
D2508	T0674
D2531	T0805
D1743	T1691
D1886	T1678
D2925	T1752
D2283	T2498
D0519	T1913
D1195	T2639
D0332	T0855
D0092	T0082
D1012	T1345
D0876	T2417
D2276	T3323
D1234	T0200
D0963	T2330
D1633	T2896
D1418	T0677
D0099	T0138
D0949	T2253
D2850	T2777
D2816	T1287
D1624	T1911
D0565	T0444
D1940	T1926
D2471	T1593
D1050	T1929
D1476	T1364
D2053	T0511
D0655	T1663
D0965	T1404
D0751	T1856
D1725	T0117
D1864	T0846
D0151	T0870
D1299	T0561
D2598	T1585
D1633	T3351
D0962	T1436
D2582	T2867
D1332	T2990
D2306	T3178
D0645	T0005
D1807	T1673
D0419	T2246
D2320	T1800
D0002	T2241
D2302	T2988
D2680	T2871
D1366	T2244
D0926	T2432
D0474	T1378
D2590	T0603
D2083	T1288
D1229	T1025
D2302	T2561
D0049	T0073
D1116	T1766
D0147	T2248
D1807	T0278
D1212	T3253
D1633	T3345
D2353	T2658
D0499	T1378
D0149	T3268
D2053	T1828
D1098	T1499
D0457	T3266
D1592	T1316
D2874	T0382
D1291	T3046
D0726	T1929
D0225	T0139
D1826	T2888
D2027	T0571
D0863	T1343
D1606	T2961
D1743	T2099
D1546	T0802
D0979	T0931
D1475	T1888
D0437	T3034
D0516	T0112
D2109	T2247
D0949	T2430
D2434	T1499
D1332	T2967
D2302	T2033
D1803	T2059
D2860	T2791
D1633	T2540
D2784	T3109
D2087	T0501
D0400	T1913
D1299	T1708
D0671	T3134
D1479	T1896
D1855	T1160
D0968	T2442
D1964	T0767
D1357	T1556
D2087	T0579
D1940	T0702
D0526	T0444
D2390	T2269
D1406	T1284
D2327	T0442
D2643	T1929
D2022	T0396
D2756	T2556
D0712	T0906
D2913	T0027
D1332	T0568
D0850	T0609
D2431	T0957
D0316	T1378
D1354	T0218
D0082	T1354
D1885	T0241
D3025	T3030
D1457	T0144
D2262	T0396
D2223	T2182
D0371	T0855
D1069	T0264
D2470	T1673
D0815	T0802
D2531	T2764
D0300	T0016
D1688	T1793
D1552	T2424
D1826	T1194
D1304	T2064
D1901	T1690
D0787	T2221
D2302	T2971
D2054	T0343
D1668	T1994
D1345	T1638
D2934	T0870
D1299	T1243
D1407	T0966
D2576	T2321
D1429	T3201
D1020	T2442
D2371	T2942
D2211	T3345
D2574	T0771
D1945	T2153
D1917	T2268
D0810	T0006
D1741	T2753
D1561	T1051
D1874	T3316
D2020	T0176
D1455	T2063
D0949	T1502
D0359	T0138
D1012	T3185
D2962	T0554
D2287	T0347
D0474	T0018
D0502	T0139
D0009	T2212
D2869	T2013
D1940	T1999
D2185	T2119
D1937	T0724
D1591	T0753
D0044	T1111
D1012	T1162
D1012	T2426
D2433	T2516
D1522	T0536
D1525	T0536
D2762	T0442
D0448	T0931
D1183	T3353
D2209	T2289
D1030	T1934
D2926	T0242
D1006	T2484
D1642	T2150
D1552	T2320
D2302	T2278
D1271	T3346
D2459	T2085
D1940	T2611
D2862	T1564
D1405	T1457
D0823	T0442
D1299	T1787
D2457	T0679
D1652	T1746
D1299	T1392
D1004	T1738
D0354	T0234
D1020	T1391
D0960	T2236
D1183	T3345
D0474	T0086
D2556	T3355
D0780	T1448
D1606	T0217
D2733	T2437
D0588	T0420
D1049	T0275
D0844	T3134
D3063	T0962
D2752	T0442
D0129	T2912
D1012	T1101
D2989	T3358
D1940	T2614
D0254	T0420
D1069	T0263
D2694	T1923
D2302	T0404
D2898	T0870
D1652	T1219
D1641	T0616
D2302	T0862
D0802	T1661
D1688	T1208
D1331	T2092
D0949	T1650
D1886	T1244
D0886	T0040
D1285	T0511
D0314	T3207
D1787	T0180
D1277	T1762
D0428	T0856
D1560	T0758
D0995	T3130
D0023	T2080
D1633	T0317
D1183	T1263
D1220	T0412
D1937	T2024
D2597	T1303
D2802	T3029
D1688	T1950
D0560	T0442
D0949	T2316
D0432	T3004
D1633	T2914
D2087	T3262
D1714	T0014
D0083	T0858
D1223	T1725
D1633	T3105
D0949	T3357
D1494	T0842
D1887	T2896
D1807	T0172
D1633	T2834
D2982	T1098
D1060	T1973
D1606	T2797
D2719	T0556
D2225	T0223
D1354	T1700
D0995	T0169
D1360	T0415
D1238	T0609
D2053	T1649
D1604	T0527
D1633	T2370
D1365	T0876
D0262	T0559
D2940	T1674
D0338	T3062
D1275	T1290
D2302	T0523
D2862	T1566
D0604	T1765
D0144	T3070
D0015	T3004
D0955	T0816
D0998	T2900
D3009	T2978
D3019	T0061
D2075	T2343
D0605	T0386
D1633	T2123
D1603	T2905
D1741	T2110
D1940	T0473
D0131	T0139
D1858	T1187
D0437	T3258
D0524	T0855
D0520	T0222
D1743	T1912
D2520	T3409
D2172	T1315
D2616	T2385
D0324	T3054
D0134	T0017
D1688	T2763
D1893	T3394
D2497	T1523
D1937	T0709
D2684	T3132
D0582	T0931
D1741	T2019
D1652	T1215
D1396	T2279
D1337	T0527
D1253	T2075
D1553	T3261
D1567	T3283
D1633	T2701
D3047	T2433
D2433	T2757
D2076	T2343
D1633	T2029
D2985	T0344
D0131	T0138
D0720	T0609
D1217	T0734
D1743	T2593
D2622	T0118
D0526	T3026
D0748	T2252
D2991	T3374
D1567	T1538
D1485	T0639
D1409	T1367
D1406	T1256
D1826	T2877
D0703	T1448
D0406	T0040
D1927	T1050
D0208	T1378
D1826	T0280
D1606	T3311
D1331	T1935
D1475	T1859
D3047	T2432
D1886	T1245
D0471	T1513
D1563	T2722
D1069	T0168
D2629	T1041
D2260	T0204
D0802	T0349
D1743	T0786
D1012	T3170
D2325	T0794
D2589	T3150
D1633	T2003
D3007	T1097
D1826	T1199
D1741	T0399
D1854	T3415
D1612	T0863
D1183	T2227
D1925	T1731
D1809	T1588
D2499	T2447
D2913	T1908
D0389	T0112
D1741	T1061
D1691	T1170
D1829	T0368
D1366	T1161
D0949	T0537
D2004	T0876
D1822	T2654
D0802	T2971
D1652	T2246
D0181	T0855
D0079	T0244
D0953	T1727
D2197	T1640
D0838	T3374
D1041	T0860
D2013	T1479
D1600	T1947
D1052	T1622
D1476	T1912
D1795	T2028
D0572	T0333
D0740	T1755
D2302	T0394
D2567	T2198
D2087	T3211
D0949	T2900
D1869	T1079
D2009	T1450
D1826	T2896
D1886	T1237
D1937	T1144
D1925	T2826
D2735	T0136
D2429	T2247
D1192	T0251
D0949	T0579
D1896	T1258
D0834	T0026
D2568	T1446
D1088	T0416
D2087	T2624
D0572	T1974
D0260	T3062
D1332	T3385
D1921	T0954
D1937	T0706
D0949	T3084
D1743	T1928
D1434	T0200
D0874	T1041
D2137	T1044
D1256	T1302
D0975	T2043
D1701	T0568
D1743	T1359
D1741	T1056
D0802	T3421
D1012	T2532
D1418	T0155
D0067	T2106
D1366	T2490
D0102	T3268
D0949	T0605
D0861	T1753
D1183	T0442
D1952	T1743
D2073	T2279
D1633	T1459
D2921	T3344
D2756	T0233
D1940	T1632
D2493	T1087
D1070	T1934
D0802	T3219
D0474	T0084
D3017	T2328
D2472	T0013
D1183	T2355
D2727	T1523
D1804	T0220
D2118	T1934
D1049	T0671
D2401	T2597
D1109	T3316
D1743	T2782
D1900	T0764
D1408	T0063
D1406	T0907
D0643	T2849
D1875	T3316
D2537	T2370
D1466	T1879
D2299	T3406
D1020	T1736
D2302	T2307
D1798	T2062
D1893	T2875
D2302	T1881
D1894	T2718
D0067	T3036
D1688	T1819
D2471	T2244
D0319	T3062
D1090	T0966
D0931	T0227
D1406	T1828
D1192	T2247
D3026	T0815
D1499	T0869
D1332	T2882
D2255	T1608
D1138	T2343
D2976	T2978
D0113	T0020
D0797	T3183
D1756	T0128
D2714	T1659
D1575	T3380
D2881	T0962
D2594	T3094
D1633	T1825
D0536	T0139
D0779	T0730
D2982	T0368
D1817	T1444
D2215	T0670
D1743	T2836
D0658	T0526
D0472	T0870
D0992	T0442
D1521	T0128
D1007	T1598
D2618	T1552
D0665	T0566
D3051	T0609
D1940	T0429
D2588	T1503
D1942	T0723
D2584	T0187
D1069	T0053
D1086	T0439
D1366	T0958
D2756	T0736
D1562	T0609
D1688	T2796
D2087	T1369
D1940	T1904
D1886	T1239
D1452	T1075
D1633	T0061
D2614	T2872
D1139	T1891
D0113	T0855
D2925	T1499
D1540	T0292
D2396	T0798
D2721	T1052
D0428	T1378
D1943	T1942
D2517	T0486
D2612	T0692
D1870	T0367
D1990	T0442
D1829	T1096
D1903	T2320
D1572	T2272
D2541	T3228
D1411	T2184
D0894	T1041
D0730	T2639
D1099	T0605
D2251	T2181
D2507	T1317
D2062	T1720
D0565	T0442
D1456	T0144
D3006	T2983
D1633	T2744
D1482	T1896
D2784	T2067
D2716	T0246
D1183	T1890
D2973	T1466
D1633	T1530
D1192	T2454
D0949	T3467
D0317	T1134
D3019	T2196
D0327	T2248
D2233	T2772
D1966	T0224
D1939	T1646
D1354	T1987
D1015	T0442
D0902	T0004
D2781	T3149
D0414	T3054
D3000	T0527
D1741	T1210
D0946	T2500
D0446	T0848
D2469	T3300
D2216	T0459
D1486	T1896
D1368	T0602
D2302	T2781
D0117	T0621
D1750	T1064
D2302	T1131
D3056	T0342
D1360	T0414
D1880	T1254
D0267	T0845
D1771	T0442
D0887	T3375
D2881	T1454
D2776	T0930
D1183	T2354
D0298	T2248
D0471	T1171
D1366	T2172
D1106	T0338
D1940	T0477
D2127	T0566
D0738	T3299
D0072	T1507
D1012	T3362
D0790	T2345
D1106	T3325
D0259	T0432
D0543	T1378
D2477	T0739
D2009	T2438
D2822	T3348
D0187	T3006
D2756	T2502
D1903	T2947
D1366	T1354
D1192	T0253
D1332	T0446
D1633	T2754
D1626	T1082
D1366	T0977
D0707	T1424
D2628	T2065
D1682	T3154
D2673	T1560
D1940	T1145
D2850	T2116
D0892	T3141
D2263	T0072
D1370	T0568
D2250	T0469
D2887	T1615
D1606	T0132
D1633	T3449
D2784	T3090
D1404	T1130
D1878	T0287
D0625	T2068
D1940	T1142
D2898	T1801
D2607	T2913
D2850	T1668
D1633	T3442
D0977	T0651
D2185	T1729
D0077	T1918
D2444	T0974
D1014	T3374
D0695	T0174
D2871	T1816
D2155	T1477
D1418	T3239
D2314	T2432
D1332	T0231
D1069	T0312
D1940	T3160
D2143	T1690
D1033	T2013
D0330	T3002
D0801	T2462
D1633	T3410
D1144	T0897
D0802	T3066
D0949	T3377
D2420	T1673
D1883	T1284
D1106	T3319
D0904	T0463
D1223	T2158
D2817	T0339
D0880	T2691
D0791	T0818
D1864	T1800
D2087	T1935
D3073	T0082
D2302	T0644
D2797	T1216
D2590	T0604
D0802	T2975
D1940	T1321
D1417	T2678
D1183	T1294
D0686	T0366
D2068	T0757
D0949	T1541
D1937	T0710
D2756	T2293
D0490	T3061
D2995	T2971
D0599	T1755
D0635	T1854
D1816	T3349
D1012	T2477
D2351	T0536
D1192	T1453
D2576	T1583
D2840	T1912
D1776	T2370
D2925	T1497
D2756	T0827
D1017	T3146
D0949	T1736
D1429	T1470
D1688	T2271
D1101	T0419
D0801	T2978
D1020	T3105
D1940	T2239
D2295	T1453
D2191	T1947
D2096	T1624
D1896	T2690
D1743	T1113
D1315	T0680
D2175	T3020
D0434	T1111
D0523	T1111
D0841	T3134
D2446	T1752
D3062	T2851
D0941	T2729
D1256	T0876
D2548	T0415
D2759	T1529
D1688	T0929
D2925	T1553
D0755	T3383
D2013	T3129
D1633	T2836
D2053	T1835
D0305	T1465
D2448	T0570
D2905	T1947
D0484	T3060
D2978	T0853
D1049	T0673
D0857	T3134
D0949	T1398
D1265	T0403
D3014	T1402
D1582	T1765
D1653	T0422
D0363	T3062
D1332	T1774
D1078	T2560
D2329	T3372
D0216	T1111
D0689	T0794
D1086	T0441
D1029	T1489
D1420	T1130
D1256	T2554
D2332	T0870
D2657	T1384
D0193	T2320
D0949	T0274
D2756	T2290
D0292	T2081
D0628	T3374
D1217	T3163
D0315	T0082
D1940	T0714
D2850	T0104
D1327	T0527
D0403	T0923
D1672	T0200
D1422	T0527
D2576	T1584
D1866	T0518
D1156	T3053
D0770	T0012
D1247	T3201
D2784	T2414
D1688	T2646
D1429	T3357
D0562	T1378
D1354	T1629
D0442	T2340
D2019	T0731
D1325	T2637
D2053	T0609
D1729	T1673
D0089	T2246
D2958	T3195
D0044	T1171
D1224	T2458
D0845	T2417
D1230	T2489
D1280	T0391
D1183	T2129
D2500	T0733
D1183	T1319
D1183	T1562
D0542	T1378
D0203	T2246
D1940	T2653
D2527	T0749
D2144	T1623
D1633	T0639
D1800	T1084
D0801	T1526
D0446	T0849
D2690	T2319
D2576	T1893
